Frame,Time (Seconds),X,Y,Z,X,Y,Z
6308,17.522222,1.359328,0.996152,36.224625,1686.497314,5559.069336,1831.158936
6309,17.525000,1.358602,0.995328,36.224846,1686.491821,5559.072754,1831.171997
6310,17.527778,1.358462,0.994462,36.225113,1686.498047,5559.075195,1831.176514
6311,17.530556,1.358570,0.995530,36.224159,1686.479614,5559.078613,1831.162598
6312,17.533333,1.358300,0.995189,36.224319,1686.496460,5559.067871,1831.171143
6313,17.536111,1.357988,0.994788,36.224384,1686.480347,5559.068359,1831.185425
6314,17.538889,1.357315,0.996188,36.224091,1686.520142,5559.087891,1831.178345
6315,17.541667,1.359572,0.994660,36.224270,1686.488770,5559.093262,1831.191895
6316,17.544444,1.359920,0.995005,36.224453,1686.493164,5559.112305,1831.194946
6317,17.547222,1.357758,0.996243,36.223484,1686.489258,5559.117676,1831.166992
6318,17.550000,1.358765,0.995153,36.224026,1686.480713,5559.137695,1831.175415
6319,17.552778,1.358330,0.994694,36.223858,1686.472534,5559.122559,1831.174561
6320,17.555556,1.359789,0.994609,36.224258,1686.482178,5559.164062,1831.185181
6321,17.558333,1.359219,0.994432,36.223274,1686.523682,5559.166016,1831.188110
6322,17.561111,1.360460,0.994824,36.223320,1686.493896,5559.180176,1831.177490
6323,17.563889,1.360301,0.995437,36.223175,1686.495483,5559.179199,1831.167725
6324,17.566667,1.357925,0.996340,36.223045,1686.510620,5559.164551,1831.150757
6325,17.569444,1.359367,0.994991,36.223427,1686.500854,5559.179199,1831.167725
6326,17.572222,1.359098,0.994769,36.222713,1686.486816,5559.168945,1831.168457
6327,17.575000,1.358466,0.995156,36.223305,1686.484009,5559.165527,1831.165649
6328,17.577778,1.358524,0.994177,36.223309,1686.490723,5559.162109,1831.167480
6329,17.580556,1.357274,0.995502,36.222237,1686.509033,5559.163086,1831.154053
6330,17.583333,1.358821,0.994798,36.222717,1686.497803,5559.158691,1831.162476
6331,17.586111,,,,,,
6332,17.588889,,,,,,
6333,17.591667,,,,,,
6334,17.594444,1.358584,0.995162,36.221920,1686.503906,5559.169434,1831.151733
6335,17.597222,1.357990,0.994719,36.221714,1686.496216,5559.163574,1831.159302
6336,17.600000,1.357686,0.994498,36.221706,1686.491943,5559.173340,1831.160278
6337,17.602778,1.358840,0.995545,36.220352,1686.511475,5559.189941,1831.142944
6338,17.605556,1.360687,0.995065,36.221001,1686.495483,5559.208008,1831.143311
6339,17.608333,1.359740,0.995647,36.221897,1686.520386,5559.234863,1831.123901
6340,17.611111,1.358538,0.995968,36.221226,1686.508301,5559.216797,1831.117432
6341,17.613889,1.359496,0.997203,36.221169,1686.493896,5559.238770,1831.096069
6342,17.616667,1.359400,0.996764,36.221745,1686.490479,5559.252930,1831.111206
6343,17.619444,1.358901,0.994853,36.220146,1686.518433,5559.234375,1831.132446
6344,17.622222,1.358829,0.995203,36.220398,1686.499390,5559.227051,1831.133911
6345,17.625000,,,,,,
6346,17.627778,,,,,,
6347,17.630556,1.359798,0.994297,36.219669,1686.526367,5559.250000,1831.166382
6348,17.633333,1.359268,0.995007,36.218521,1686.524414,5559.222656,1831.152832
6349,17.636111,1.358544,0.996395,36.218693,1686.518677,5559.221191,1831.139282
6350,17.638889,1.359071,0.995960,36.220390,1686.508789,5559.228516,1831.141846
6351,17.641667,1.358626,0.996096,36.219234,1686.506104,5559.200195,1831.135620
6352,17.644444,1.359128,0.997081,36.220558,1686.501953,5559.258301,1831.123291
6353,17.647222,1.359960,0.996877,36.220623,1686.510742,5559.274902,1831.135620
6354,17.650000,1.358977,0.995327,36.220268,1686.498169,5559.258789,1831.137573
6355,17.652778,1.359829,0.995790,36.219723,1686.521484,5559.276855,1831.142090
6356,17.655556,1.358634,0.995585,36.219849,1686.507080,5559.273438,1831.131470
6357,17.658333,1.359314,0.996704,36.218067,1686.530029,5559.289062,1831.131226
6358,17.661111,1.360192,0.994866,36.218716,1686.531006,5559.317871,1831.165894
6359,17.663889,1.362402,0.996607,36.219162,1686.514526,5559.378418,1831.151123
6360,17.666667,1.360432,0.995968,36.217194,1686.538208,5559.353516,1831.148071
6361,17.669444,1.360791,0.994486,36.217579,1686.541382,5559.354004,1831.156494
6362,17.672222,1.359314,0.996953,36.218315,1686.540771,5559.365723,1831.113892
6363,17.675000,,,,,,
6364,17.677778,,,,,,
6365,17.680556,,,,,,
6366,17.683333,1.361075,0.996838,36.217186,1686.530640,5559.350098,1831.162476
6367,17.686111,1.359519,0.997855,36.216759,1686.543579,5559.349609,1831.135010
6368,17.688889,1.359057,0.996954,36.216541,1686.554199,5559.343750,1831.143677
6369,17.691667,1.361543,0.996626,36.218086,1686.518188,5559.387695,1831.178101
6370,17.694444,1.363088,0.996646,36.218132,1686.523682,5559.419434,1831.195190
6371,17.697222,1.363373,0.997527,36.216976,1686.535400,5559.422363,1831.190186
6372,17.700000,1.361796,0.995601,36.215618,1686.551270,5559.404297,1831.194580
6373,17.702778,1.362366,0.996476,36.216743,1686.537598,5559.440918,1831.189331
6374,17.705556,1.361910,0.996806,36.215607,1686.539551,5559.419434,1831.178101
6375,17.708333,1.362991,0.995605,36.215668,1686.526733,5559.450684,1831.186523
6376,17.711111,1.364135,0.996767,36.217010,1686.526001,5559.497070,1831.169678
6377,17.713889,1.361613,0.996951,36.214779,1686.536377,5559.462402,1831.160400
6378,17.716667,1.363140,0.996495,36.216778,1686.530884,5559.517090,1831.161011
6379,17.719444,1.363685,0.995791,36.217770,1686.523193,5559.538574,1831.157715
6380,17.722222,1.363276,0.994623,36.217136,1686.529907,5559.518555,1831.158936
6381,17.725000,1.363235,0.997297,36.216042,1686.531250,5559.520508,1831.148438
6382,17.727778,1.364930,0.996456,36.216541,1686.536621,5559.540527,1831.157349
6383,17.730556,1.364941,0.996033,36.216839,1686.549438,5559.550781,1831.179932
6384,17.733333,1.364236,0.995267,36.215126,1686.534424,5559.512695,1831.190918
6385,17.736111,1.364154,0.995779,36.214226,1686.528076,5559.510742,1831.177002
6386,17.738889,1.365270,0.995840,36.214523,1686.496094,5559.517578,1831.169556
6387,17.741667,1.365474,0.995892,36.215942,1686.527588,5559.550293,1831.176514
6388,17.744444,1.365674,0.997071,36.215660,1686.526978,5559.572266,1831.164062
6389,17.747222,1.362117,0.998099,36.213772,1686.546143,5559.531250,1831.153198
6390,17.750000,1.365865,0.997185,36.215000,1686.538940,5559.561523,1831.145996
6391,17.752778,1.364300,0.998266,36.214859,1686.536621,5559.578125,1831.138062
6392,17.755556,1.365266,0.996908,36.215286,1686.530762,5559.594727,1831.149048
6393,17.758333,1.365109,0.996703,36.215134,1686.523071,5559.602539,1831.149292
6394,17.761111,1.364329,0.998214,36.213730,1686.525879,5559.590820,1831.137207
6395,17.763889,1.364802,0.997352,36.214775,1686.522949,5559.612305,1831.152466
6396,17.766667,1.366666,0.997181,36.213894,1686.526123,5559.625000,1831.147949
6397,17.769444,1.365833,0.997393,36.213608,1686.522461,5559.596680,1831.138428
6398,17.772222,1.365043,0.997860,36.213715,1686.533813,5559.613281,1831.149780
6399,17.775000,1.365438,1.000036,36.212265,1686.543091,5559.615723,1831.144653
6400,17.777778,1.365991,0.998133,36.213234,1686.529419,5559.623535,1831.167358
6401,17.780556,1.363918,0.998979,36.212440,1686.547729,5559.610840,1831.162964
6402,17.783333,1.365754,0.997857,36.213428,1686.538330,5559.637207,1831.171021
6403,17.786111,1.365553,0.997283,36.214066,1686.518677,5559.651367,1831.168335
6404,17.788889,,,,,,
6405,17.791667,,,,,,
6406,17.794444,,,,,,
6407,17.797222,1.365222,0.998392,36.213257,1686.501099,5559.682617,1831.150635
6408,17.800000,1.365998,0.999131,36.212460,1686.503540,5559.702148,1831.139526
6409,17.802778,1.367169,0.999063,36.212658,1686.509521,5559.712891,1831.137939
6410,17.805556,1.365715,0.998367,36.213421,1686.522705,5559.717285,1831.148193
6411,17.808333,1.366627,0.998699,36.212296,1686.537598,5559.728516,1831.141357
6412,17.811111,1.366712,0.998631,36.212330,1686.496338,5559.751953,1831.150879
6413,17.813889,1.366829,0.999149,36.212521,1686.498779,5559.732422,1831.152222
6414,17.816667,1.365795,1.000337,36.211960,1686.512573,5559.729492,1831.153809
6415,17.819444,1.366780,0.998183,36.212219,1686.515869,5559.737305,1831.178101
6416,17.822222,1.367668,0.998402,36.212425,1686.529419,5559.745605,1831.179688
6417,17.825000,1.365455,0.999528,36.211330,1686.521973,5559.745605,1831.158813
6418,17.827778,1.364614,1.001153,36.211365,1686.530396,5559.751465,1831.143555
6419,17.830556,1.366187,0.999002,36.210865,1686.527222,5559.742188,1831.155762
6420,17.833333,1.367058,0.999125,36.210976,1686.527222,5559.746582,1831.156738
6421,17.836111,1.367266,0.997943,36.211624,1686.509888,5559.780273,1831.161865
6422,17.838889,1.366701,1.000935,36.211403,1686.527100,5559.786133,1831.140137
6423,17.841667,1.366659,0.999136,36.211983,1686.529785,5559.775879,1831.154907
6424,17.844444,1.367255,0.999039,36.211296,1686.521118,5559.805664,1831.152222
6425,17.847222,1.368056,0.998324,36.211376,1686.511475,5559.814453,1831.158813
6426,17.850000,1.368698,0.997604,36.212135,1686.521973,5559.843262,1831.168457
6427,17.852778,1.367578,0.998951,36.211781,1686.515869,5559.842773,1831.162964
6428,17.855556,1.368778,0.998292,36.211086,1686.532593,5559.840820,1831.164551
6429,17.858333,1.369265,0.998551,36.211830,1686.543823,5559.844238,1831.157349
6430,17.861111,1.369676,0.998689,36.211353,1686.533203,5559.859863,1831.154663
6431,17.863889,1.368823,0.998155,36.211655,1686.528198,5559.887695,1831.156494
6432,17.866667,1.369429,0.998381,36.211315,1686.525635,5559.889160,1831.143188
6433,17.869444,1.370998,0.997860,36.210907,1686.542114,5559.893066,1831.150391
6434,17.872222,1.369842,0.997681,36.211723,1686.529419,5559.920898,1831.131958
6435,17.875000,1.370172,0.996399,36.211491,1686.520264,5559.930176,1831.117432
6436,17.877778,1.369339,0.998084,36.211494,1686.519409,5559.930176,1831.098755
6437,17.880556,1.369031,0.996988,36.211102,1686.519287,5559.948242,1831.109619
6438,17.883333,1.367937,0.999227,36.209354,1686.536743,5559.955078,1831.080566
6439,17.886111,1.368656,0.998628,36.208992,1686.548096,5559.962402,1831.089722
6440,17.888889,1.370301,0.997790,36.209900,1686.545410,5559.983398,1831.124878
6441,17.891667,1.372124,0.997581,36.208282,1686.557251,5559.982422,1831.131470
6442,17.894444,1.372976,0.998298,36.209400,1686.565186,5559.991211,1831.156616
6443,17.897222,1.371757,0.997010,36.209003,1686.577026,5559.990723,1831.175293
6444,17.900000,1.371736,0.998297,36.208546,1686.550781,5559.981445,1831.158081
6445,17.902778,1.371973,0.998475,36.209251,1686.539429,5559.996582,1831.147461
6446,17.905556,,,,,,
6447,17.908333,,,,,,
6448,17.911111,1.372131,0.998388,36.208942,1686.556396,5560.017578,1831.134277
6449,17.913889,1.371934,0.997516,36.209160,1686.558960,5560.020996,1831.119751
6450,17.916667,1.371575,0.997852,36.208633,1686.549438,5560.014648,1831.126343
6451,17.919444,1.371954,0.998700,36.207890,1686.569458,5560.029297,1831.125854
6452,17.922222,1.372862,0.998377,36.207039,1686.571777,5560.042480,1831.129150
6453,17.925000,1.373241,0.997246,36.207825,1686.562500,5560.052246,1831.145508
6454,17.927778,1.373214,0.997231,36.208138,1686.574951,5560.068359,1831.160645
6455,17.930556,1.374815,0.998007,36.208004,1686.571411,5560.072266,1831.167480
6456,17.933333,1.372807,0.998661,36.207729,1686.586060,5560.067383,1831.162231
6457,17.936111,1.373507,0.998425,36.208027,1686.577881,5560.062988,1831.160767
6458,17.938889,1.373914,0.997693,36.207806,1686.565063,5560.075195,1831.141724
6459,17.941667,1.373134,0.998133,36.207729,1686.561157,5560.068848,1831.131714
6460,17.944444,1.373777,0.997535,36.207314,1686.550781,5560.067383,1831.116455
6461,17.947222,1.373671,0.998782,36.207203,1686.566650,5560.082031,1831.107910
6462,17.950000,1.374465,0.997717,36.207710,1686.564697,5560.102051,1831.130127
6463,17.952778,1.374037,0.997888,36.207092,1686.564209,5560.092285,1831.128296
6464,17.955556,1.375084,0.997444,36.207203,1686.570557,5560.123535,1831.137085
6465,17.958333,,,,,,
6466,17.961111,,,,,,
6467,17.963889,,,,,,
6468,17.966667,,,,,,
6469,17.969444,1.375108,0.997735,36.206421,1686.599487,5560.193359,1831.168335
6470,17.972222,1.376325,1.000417,36.205269,1686.590942,5560.214844,1831.135620
6471,17.975000,1.377262,0.998533,36.206036,1686.587158,5560.219727,1831.157715
6472,17.977778,1.377273,0.997728,36.206196,1686.580933,5560.206543,1831.162842
6473,17.980556,,,,,,
6474,17.983333,1.377054,0.998088,36.206570,1686.592529,5560.212891,1831.168457
6475,17.986111,1.376227,0.997863,36.205654,1686.570068,5560.208984,1831.167358
6476,17.988889,1.376176,0.998879,36.205696,1686.590332,5560.225586,1831.160767
6477,17.991667,1.374983,1.000605,36.205929,1686.617310,5560.228516,1831.151001
6478,17.994444,1.377648,0.998586,36.206589,1686.590576,5560.247559,1831.171997
6479,17.997222,1.376275,0.999973,36.206081,1686.609375,5560.260742,1831.155762
6480,18.000000,1.377268,0.999215,36.205330,1686.582886,5560.245605,1831.169922
6481,18.002778,1.376935,0.999974,36.204632,1686.580811,5560.282227,1831.149780
6482,18.005556,1.378148,0.999065,36.204964,1686.599243,5560.299805,1831.157959
6483,18.008333,,,,,,
6484,18.011111,,,,,,
6485,18.013889,1.378393,0.997596,36.204704,1686.577881,5560.344238,1831.146973
6486,18.016667,1.377917,0.999024,36.204788,1686.584351,5560.385742,1831.131836
6487,18.019444,1.377676,0.998305,36.204113,1686.587158,5560.375488,1831.143188
6488,18.022222,1.378265,0.999092,36.203979,1686.581909,5560.376953,1831.124268
6489,18.025000,1.378343,0.999062,36.204269,1686.590698,5560.377930,1831.130615
6490,18.027778,1.376591,1.000653,36.203533,1686.595581,5560.363281,1831.133545
6491,18.030556,1.377805,1.000042,36.203800,1686.602417,5560.346680,1831.176392
6492,18.033333,1.378958,1.000050,36.204094,1686.607056,5560.345215,1831.191528
6493,18.036111,1.378028,0.999917,36.203682,1686.614990,5560.353027,1831.204956
6494,18.038889,1.378989,0.999777,36.202877,1686.586670,5560.333496,1831.207275
6495,18.041667,1.378535,1.000627,36.203545,1686.628174,5560.374023,1831.216064
6496,18.044444,1.377779,1.000304,36.203617,1686.637451,5560.378906,1831.213135
6497,18.047222,1.378206,1.001478,36.202908,1686.625732,5560.404785,1831.191895
6498,18.050000,1.379834,1.000334,36.203259,1686.601440,5560.440430,1831.186523
6499,18.052778,1.379703,1.000453,36.202995,1686.589844,5560.474121,1831.148682
6500,18.055556,1.380457,0.999562,36.203014,1686.566406,5560.492676,1831.130859
6501,18.058333,1.379739,0.999308,36.203182,1686.583374,5560.520996,1831.123779
6502,18.061111,1.379943,0.999440,36.203217,1686.548340,5560.520020,1831.105347
6503,18.063889,1.379754,0.999336,36.203491,1686.573486,5560.529297,1831.108643
6504,18.066667,1.379829,0.998884,36.202904,1686.589478,5560.521973,1831.129272
6505,18.069444,1.379965,1.000560,36.202682,1686.585449,5560.522461,1831.126221
6506,18.072222,1.380699,0.998884,36.203659,1686.596191,5560.521484,1831.156006
6507,18.075000,1.381147,0.999583,36.203327,1686.615601,5560.498047,1831.159790
6508,18.077778,1.380960,0.999429,36.202885,1686.615356,5560.490234,1831.178711
6509,18.080556,1.381805,1.000003,36.202709,1686.644897,5560.492188,1831.211670
6510,18.083333,1.381468,1.000283,36.202484,1686.625610,5560.497559,1831.209839
6511,18.086111,1.382234,1.000110,36.201843,1686.655273,5560.520508,1831.221191
6512,18.088889,1.382179,1.000984,36.201687,1686.614624,5560.530273,1831.201538
6513,18.091667,1.381688,1.000717,36.201260,1686.637329,5560.544922,1831.183960
6514,18.094444,1.382131,0.999571,36.201729,1686.613647,5560.574707,1831.156982
6515,18.097222,1.382572,0.999908,36.201836,1686.607910,5560.592773,1831.136230
6516,18.100000,1.383070,1.000620,36.201534,1686.624146,5560.619629,1831.131104
6517,18.102778,1.381475,1.001988,36.200378,1686.616211,5560.638184,1831.111938
6518,18.105556,1.380714,1.001798,36.200459,1686.635742,5560.627441,1831.110596
6519,18.108333,1.381527,1.001302,36.199883,1686.638184,5560.601074,1831.121338
6520,18.111111,1.383434,0.998714,36.201000,1686.632324,5560.612793,1831.122437
6521,18.113889,1.383648,0.999562,36.201641,1686.638916,5560.590820,1831.142822
6522,18.116667,1.383445,1.000135,36.200115,1686.627441,5560.602051,1831.174194
6523,18.119444,,,,,,
6524,18.122222,,,,,,
6525,18.125000,1.384946,1.000981,36.201069,1686.678101,5560.627930,1831.173950
6526,18.127778,1.383924,1.000048,36.201382,1686.650024,5560.633789,1831.164673
6527,18.130556,1.383547,1.000781,36.201309,1686.634277,5560.655273,1831.130005
6528,18.133333,1.384625,0.999380,36.199917,1686.632446,5560.700684,1831.114746
6529,18.136111,1.385330,1.000392,36.201370,1686.626587,5560.686035,1831.113892
6530,18.138889,1.383130,1.000874,36.198078,1686.621460,5560.722656,1831.072266
6531,18.141667,1.385223,1.000373,36.198521,1686.616699,5560.729004,1831.070435
6532,18.144444,1.385914,0.999447,36.199806,1686.638550,5560.747070,1831.087158
6533,18.147222,1.383018,1.002171,36.198639,1686.657227,5560.740234,1831.108154
6534,18.150000,1.385611,0.999213,36.199635,1686.659546,5560.725586,1831.122192
6535,18.152778,1.386008,0.999774,36.199219,1686.643066,5560.720703,1831.133179
6536,18.155556,,,,,,
6537,18.158333,,,,,,
6538,18.161111,,,,,,
6539,18.163889,1.385647,1.000685,36.197765,1686.653564,5560.699219,1831.156616
6540,18.166667,1.386140,1.001279,36.198372,1686.660400,5560.712402,1831.165894
6541,18.169444,1.387955,1.001112,36.200024,1686.679443,5560.718262,1831.117310
6542,18.172222,1.384057,1.001861,36.197750,1686.645142,5560.752441,1831.116211
6543,18.175000,1.385044,1.002638,36.197945,1686.676392,5560.776367,1831.078979
6544,18.177778,1.384060,1.002525,36.198090,1686.666504,5560.779785,1831.066284
6545,18.180556,1.386337,1.000559,36.196724,1686.631470,5560.814941,1831.063965
6546,18.183333,1.388161,0.998057,36.197697,1686.657104,5560.821777,1831.069580
6547,18.186111,1.388252,0.998445,36.198593,1686.656372,5560.834961,1831.081421
6548,18.188889,1.388256,0.999930,36.198883,1686.641602,5560.839844,1831.090576
6549,18.191667,1.387244,1.001453,36.197151,1686.652954,5560.835938,1831.080078
6550,18.194444,1.387401,1.001352,36.196815,1686.681030,5560.833496,1831.081909
6551,18.197222,1.387085,1.002380,36.197853,1686.696167,5560.810059,1831.087158
6552,18.200000,1.387167,1.001741,36.196186,1686.672363,5560.831543,1831.114380
6553,18.202778,1.387230,1.002149,36.197906,1686.693237,5560.804199,1831.128052
6554,18.205556,1.387695,1.002002,36.196377,1686.686035,5560.842285,1831.123779
6555,18.208333,1.388052,1.001542,36.197117,1686.680786,5560.856445,1831.131104
6556,18.211111,1.388573,1.001703,36.197289,1686.692993,5560.870117,1831.118652
6557,18.213889,1.388228,1.001998,36.197723,1686.694092,5560.842285,1831.096069
6558,18.216667,1.388100,1.001238,36.195900,1686.670166,5560.893555,1831.085693
6559,18.219444,1.388121,1.001512,36.194805,1686.676636,5560.933105,1831.086792
6560,18.222222,1.387061,1.001215,36.193775,1686.658813,5560.963867,1831.082642
6561,18.225000,1.387518,1.001763,36.194035,1686.663574,5560.955078,1831.065430
6562,18.227778,1.388084,1.002202,36.194069,1686.661499,5560.978027,1831.050903
6563,18.230556,1.389111,1.002445,36.193333,1686.654175,5561.002441,1831.058228
6564,18.233333,1.388932,1.001364,36.193714,1686.672363,5560.994629,1831.078247
6565,18.236111,1.389255,1.000745,36.194084,1686.673340,5561.012207,1831.087036
6566,18.238889,,,,,,
6567,18.241667,,,,,,
6568,18.244444,1.388129,1.002756,36.193378,1686.687988,5560.970215,1831.099609
6569,18.247222,1.389890,1.002203,36.194809,1686.675293,5560.951660,1831.100464
6570,18.250000,1.390082,1.002401,36.194397,1686.673218,5560.944336,1831.096802
6571,18.252778,1.390736,1.002512,36.193977,1686.672974,5560.988770,1831.085693
6572,18.255556,1.389466,1.001379,36.193512,1686.687744,5560.995117,1831.095703
6573,18.258333,1.389119,1.002034,36.192234,1686.688965,5561.022461,1831.080200
6574,18.261111,1.388186,1.003137,36.192909,1686.684570,5561.045410,1831.055420
6575,18.263889,1.389100,1.002438,36.192142,1686.676270,5561.050293,1831.044800
6576,18.266667,1.391182,1.002669,36.191502,1686.666504,5561.102051,1831.062134
6577,18.269444,1.390533,1.002837,36.190815,1686.674316,5561.094727,1831.051025
6578,18.272222,1.390968,1.001104,36.191399,1686.675659,5561.099609,1831.078003
6579,18.275000,1.391354,1.002542,36.191307,1686.666504,5561.112305,1831.069214
6580,18.277778,1.390645,1.003599,36.191120,1686.689941,5561.110840,1831.053101
6581,18.280556,1.392264,1.001882,36.191875,1686.682495,5561.097656,1831.098511
6582,18.283333,1.390090,1.002850,36.191036,1686.710693,5561.104492,1831.058716
6583,18.286111,1.391020,1.002572,36.191849,1686.683960,5561.085938,1831.063354
6584,18.288889,1.389504,1.002781,36.191322,1686.707397,5561.112305,1831.064575
6585,18.291667,1.391635,1.003571,36.190815,1686.688965,5561.122070,1831.053101
6586,18.294444,,,,,,
6587,18.297222,,,,,,
6588,18.300000,,,,,,
6589,18.302778,1.390916,1.001877,36.189743,1686.716919,5561.186523,1831.050659
6590,18.305556,1.391517,1.001248,36.190414,1686.686768,5561.188477,1831.057617
6591,18.308333,1.390983,1.001797,36.190174,1686.698975,5561.171387,1831.063110
6592,18.311111,1.391492,1.002177,36.189732,1686.698608,5561.178223,1831.048950
6593,18.313889,1.391420,1.002550,36.190220,1686.692017,5561.188965,1831.084351
6594,18.316667,1.390653,1.002110,36.190144,1686.721436,5561.189941,1831.075195
6595,18.319444,1.391287,1.003209,36.190239,1686.718994,5561.177734,1831.066284
6596,18.322222,1.393967,1.002203,36.190536,1686.686646,5561.210938,1831.089355
6597,18.325000,1.392996,1.002750,36.189728,1686.691528,5561.226074,1831.069946
6598,18.327778,1.391382,1.002869,36.189548,1686.710571,5561.207031,1831.064575
6599,18.330556,1.391822,1.001938,36.189434,1686.721069,5561.230469,1831.066162
6600,18.333333,1.392600,1.002299,36.189350,1686.698364,5561.250000,1831.071411
6601,18.336111,1.391710,1.002582,36.188820,1686.710815,5561.242676,1831.047241
6602,18.338889,1.393073,1.001409,36.188629,1686.671265,5561.265625,1831.066528
6603,18.341667,1.391442,1.001235,36.188255,1686.707764,5561.263672,1831.052246
6604,18.344444,1.391861,1.001992,36.187908,1686.691772,5561.282227,1831.046509
6605,18.347222,1.392945,1.002423,36.188637,1686.696899,5561.303223,1831.052734
6606,18.350000,1.391148,1.001793,36.188503,1686.708252,5561.298340,1831.053955
6607,18.352778,1.392580,1.001353,36.188110,1686.696655,5561.308594,1831.070679
6608,18.355556,1.391985,1.002127,36.187344,1686.708374,5561.301758,1831.057373
6609,18.358333,1.393108,1.001690,36.187683,1686.709229,5561.319336,1831.079102
6610,18.361111,1.393129,1.001757,36.187550,1686.690552,5561.339844,1831.087036
6611,18.363889,1.393677,1.001979,36.187634,1686.685913,5561.358887,1831.087646
6612,18.366667,1.392500,1.001046,36.187115,1686.706299,5561.331055,1831.079102
6613,18.369444,1.394126,1.001455,36.187679,1686.689941,5561.357910,1831.090454
6614,18.372222,1.393365,1.002208,36.186680,1686.703613,5561.388184,1831.063477
6615,18.375000,1.392889,1.002032,36.186394,1686.705688,5561.395508,1831.057373
6616,18.377778,1.393063,1.002028,36.186317,1686.692627,5561.386719,1831.058838
6617,18.380556,1.391615,1.002133,36.185684,1686.706909,5561.405273,1831.036621
6618,18.383333,1.392272,1.001768,36.185955,1686.693848,5561.404297,1831.051025
6619,18.386111,1.393810,1.001778,36.186905,1686.688477,5561.440430,1831.058838
6620,18.388889,1.393910,1.000945,36.186321,1686.698608,5561.424316,1831.073608
6621,18.391667,1.392846,1.001411,36.186180,1686.701782,5561.418945,1831.076050
6622,18.394444,1.393999,1.003241,36.186768,1686.683472,5561.431152,1831.073975
6623,18.397222,1.392703,1.002269,36.186199,1686.694092,5561.411621,1831.090332
6624,18.400000,1.393695,1.002545,36.185986,1686.717407,5561.425293,1831.092651
6625,18.402778,1.394328,1.002331,36.185947,1686.693359,5561.439941,1831.086304
6626,18.405556,1.394232,1.002973,36.186947,1686.678589,5561.439941,1831.095337
6627,18.408333,1.393985,1.001627,36.186275,1686.701538,5561.464844,1831.091919
6628,18.411111,1.394608,1.001140,36.186016,1686.701172,5561.483887,1831.080078
6629,18.413889,1.393506,1.002269,36.185398,1686.700439,5561.468750,1831.070557
6630,18.416667,1.394902,1.002260,36.184772,1686.695557,5561.466309,1831.067993
6631,18.419444,1.394402,1.002532,36.185230,1686.689087,5561.493164,1831.062378
6632,18.422222,1.393453,1.002133,36.185165,1686.695801,5561.507812,1831.069946
6633,18.425000,,,,,,
6634,18.427778,,,,,,
6635,18.430556,,,,,,
6636,18.433333,1.394573,1.002620,36.184818,1686.682983,5561.553711,1831.072388
6637,18.436111,1.395654,1.001487,36.184769,1686.690796,5561.579590,1831.066406
6638,18.438889,1.395077,1.001896,36.183830,1686.683594,5561.573242,1831.061646
6639,18.441667,1.395045,1.002652,36.184284,1686.681396,5561.581055,1831.057861
6640,18.444444,1.395035,1.003032,36.184296,1686.677124,5561.558105,1831.063477
6641,18.447222,1.393921,1.002570,36.184223,1686.695068,5561.563477,1831.070435
6642,18.450000,1.394773,1.002707,36.184830,1686.689819,5561.563965,1831.081909
6643,18.452778,1.395277,1.002839,36.183994,1686.687866,5561.578125,1831.069580
6644,18.455556,1.395176,1.003797,36.184029,1686.675781,5561.575195,1831.073975
6645,18.458333,1.395700,1.003290,36.183788,1686.691162,5561.574707,1831.084229
6646,18.461111,1.396420,1.003087,36.183601,1686.690063,5561.608887,1831.076538
6647,18.463889,1.396261,1.002367,36.183048,1686.691284,5561.632324,1831.069458
6648,18.466667,,,,,,
6649,18.469444,,,,,,
6650,18.472222,,,,,,
6651,18.475000,1.396485,1.003112,36.182121,1686.674927,5561.656738,1831.046997
6652,18.477778,1.396276,1.003191,36.182621,1686.677856,5561.661621,1831.035156
6653,18.480556,1.395252,1.002383,36.183716,1686.694336,5561.699219,1831.043701
6654,18.483333,1.395575,1.001903,36.182167,1686.710693,5561.718262,1831.027344
6655,18.486111,1.396674,1.002266,36.182266,1686.703125,5561.698242,1831.041748
6656,18.488889,1.396683,1.002504,36.182632,1686.713379,5561.687012,1831.059326
6657,18.491667,1.396875,1.002786,36.183231,1686.720581,5561.687988,1831.070068
6658,18.494444,1.397044,1.003002,36.180538,1686.728149,5561.677734,1831.080200
6659,18.497222,1.396984,1.002530,36.180580,1686.730591,5561.673828,1831.084961
6660,18.500000,1.396104,1.002648,36.180622,1686.735229,5561.674805,1831.074097
6661,18.502778,1.397819,1.001784,36.181625,1686.717407,5561.733398,1831.068970
6662,18.505556,1.397781,1.001618,36.180557,1686.722534,5561.732910,1831.060669
6663,18.508333,1.397480,1.001647,36.180038,1686.721313,5561.733398,1831.042969
6664,18.511111,1.398249,1.002230,36.181408,1686.711548,5561.771484,1831.049927
6665,18.513889,1.397302,1.001737,36.181549,1686.712036,5561.791504,1831.040405
6666,18.516667,1.395604,1.000877,36.179810,1686.728882,5561.800781,1831.024292
6667,18.519444,1.397948,1.002085,36.180027,1686.709717,5561.797363,1831.035645
6668,18.522222,1.396043,1.002403,36.178570,1686.709595,5561.778809,1831.021851
6669,18.525000,1.398647,1.002144,36.180077,1686.728882,5561.817383,1831.042969
6670,18.527778,1.397488,1.001032,36.178482,1686.729004,5561.813965,1831.041748
6671,18.530556,1.398660,1.002271,36.180180,1686.728394,5561.821777,1831.046021
